	movie_title	content_rating	imdb_id	imdb_link	postername	poster_link
0	Avatar	PG-13	tt0499549	https://www.imdb.com/title/tt0499549	Avatar Poster	https://m.media-amazon.com/images/M/MV5BMTYwOTEwNjAzMl5BMl5BanBnXkFtZTcwODc5MTUwMw@@._V1_UX182_CR0,0,182,268_AL_.jpg
1	Pirates of the Caribbean: At World's End	PG-13	tt0449088	https://www.imdb.com/title/tt0449088	Pirates of the Caribbean: At World's End Poster	https://m.media-amazon.com/images/M/MV5BMjIyNjkxNzEyMl5BMl5BanBnXkFtZTYwMjc3MDE3._V1_UX182_CR0,0,182,268_AL_.jpg
2	Spectre	PG-13	tt2379713	https://www.imdb.com/title/tt2379713	Spectre Poster	https://m.media-amazon.com/images/M/MV5BOWQ1MDE1NzgtNTQ4OC00ZjliLTllZDAtN2IyOTVmMTc5YjUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg
3	The Dark Knight Rises	PG-13	tt1345836	https://www.imdb.com/title/tt1345836	The Dark Knight Rises Poster	https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg
4	John Carter	PG-13	tt0401729	https://www.imdb.com/title/tt0401729	John Carter Poster	https://m.media-amazon.com/images/M/MV5BMDEwZmIzNjYtNjUwNS00MzgzLWJiOGYtZWMxZGQ5NDcxZjUwXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR6,0,182,268_AL_.jpg
5	Spider-Man 	PG-13	tt0413300	https://www.imdb.com/title/tt0413300	Spider-Man 3 Poster	https://m.media-amazon.com/images/M/MV5BYTk3MDljOWQtNGI2My00OTEzLTlhYjQtOTQ4ODM2MzUwY2IwXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg
6	Spider-Man 	PG-13	tt0413300	https://www.imdb.com/title/tt0413300	Spider-Man 3 Poster	https://m.media-amazon.com/images/M/MV5BYTk3MDljOWQtNGI2My00OTEzLTlhYjQtOTQ4ODM2MzUwY2IwXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg
7	Spider-Man 	PG-13	tt0413300	https://www.imdb.com/title/tt0413300	Spider-Man 3 Poster	https://m.media-amazon.com/images/M/MV5BYTk3MDljOWQtNGI2My00OTEzLTlhYjQtOTQ4ODM2MzUwY2IwXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg
8	Spider-Man 	PG-13	tt0413300	https://www.imdb.com/title/tt0413300	Spider-Man 3 Poster	https://m.media-amazon.com/images/M/MV5BYTk3MDljOWQtNGI2My00OTEzLTlhYjQtOTQ4ODM2MzUwY2IwXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg
9	Tangled	PG	tt0398286	https://www.imdb.com/title/tt0398286	Tangled Poster	https://m.media-amazon.com/images/M/MV5BMTAxNDYxMjg0MjNeQTJeQWpwZ15BbWU3MDcyNTk2OTM@._V1_UX182_CR0,0,182,268_AL_.jpg
10	Avengers: Age of Ultron	PG-13	tt2395427	https://www.imdb.com/title/tt2395427	Avengers: Age of Ultron Poster	https://m.media-amazon.com/images/M/MV5BMTM4OGJmNWMtOTM4Ni00NTE3LTg3MDItZmQxYjc4N2JhNmUxXkEyXkFqcGdeQXVyNTgzMDMzMTg@._V1_UX182_CR0,0,182,268_AL_.jpg
11	Harry Potter and the Half-Blood Prince	PG	tt0417741	https://www.imdb.com/title/tt0417741	Harry Potter and the Half-Blood Prince Poster	https://m.media-amazon.com/images/M/MV5BNzU3NDg4NTAyNV5BMl5BanBnXkFtZTcwOTg2ODg1Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg
12	Batman v Superman: Dawn of Justice	PG-13	tt2975590	https://www.imdb.com/title/tt2975590	Batman v Superman: Dawn of Justice Poster	https://m.media-amazon.com/images/M/MV5BYThjYzcyYzItNTVjNy00NDk0LTgwMWQtYjMwNmNlNWJhMzMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
13	Superman Returns	PG-13	tt0348150	https://www.imdb.com/title/tt0348150	Superman Returns Poster	https://m.media-amazon.com/images/M/MV5BNzY2ZDQ2MTctYzlhOC00MWJhLTgxMmItMDgzNDQwMDdhOWI2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg
14	Quantum of Solace	PG-13	tt0830515	https://www.imdb.com/title/tt0830515	Quantum of Solace Poster	https://m.media-amazon.com/images/M/MV5BMjZiYTUzMzktZWI5Yy00Mzk4LWFlMDgtYjRmNWU0Mzc0MzNiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX182_CR0,0,182,268_AL_.jpg
15	Pirates of the Caribbean: Dead Man's Chest	PG-13	tt0383574	https://www.imdb.com/title/tt0383574	Pirates of the Caribbean: Dead Man's Chest Poster	https://m.media-amazon.com/images/M/MV5BMTcwODc1MTMxM15BMl5BanBnXkFtZTYwMDg1NzY3._V1_UX182_CR0,0,182,268_AL_.jpg
16	The Lone Ranger	PG-13	tt1210819	https://www.imdb.com/title/tt1210819	The Lone Ranger Poster	https://m.media-amazon.com/images/M/MV5BZjFiMTc2MTAtZDA0My00OGRmLTk5M2ItNTlmYTUwZmU2YmRiXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg
17	Man of Steel	PG-13	tt0770828	https://www.imdb.com/title/tt0770828	Man of Steel Poster	https://m.media-amazon.com/images/M/MV5BMTk5ODk1NDkxMF5BMl5BanBnXkFtZTcwNTA5OTY0OQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
18	The Chronicles of Narnia: Prince Caspian	PG	tt0499448	https://www.imdb.com/title/tt0499448	The Chronicles of Narnia: Prince Caspian Poster	https://m.media-amazon.com/images/M/MV5BMTIwOTA4NTE4Ml5BMl5BanBnXkFtZTcwOTI2NTg1MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
19	The Avengers	PG-13	tt0848228	https://www.imdb.com/title/tt0848228	The Avengers Poster	https://m.media-amazon.com/images/M/MV5BNDYxNjQyMjAtNTdiOS00NGYwLWFmNTAtNThmYjU5ZGI2YTI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg
20	The Avengers	PG-13	tt0848228	https://www.imdb.com/title/tt0848228	The Avengers Poster	https://m.media-amazon.com/images/M/MV5BNDYxNjQyMjAtNTdiOS00NGYwLWFmNTAtNThmYjU5ZGI2YTI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg
21	The Avengers	PG-13	tt0848228	https://www.imdb.com/title/tt0848228	The Avengers Poster	https://m.media-amazon.com/images/M/MV5BNDYxNjQyMjAtNTdiOS00NGYwLWFmNTAtNThmYjU5ZGI2YTI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg
22	The Avengers	PG-13	tt0848228	https://www.imdb.com/title/tt0848228	The Avengers Poster	https://m.media-amazon.com/images/M/MV5BNDYxNjQyMjAtNTdiOS00NGYwLWFmNTAtNThmYjU5ZGI2YTI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg
23	Pirates of the Caribbean: On Stranger Tides	PG-13	tt1298650	https://www.imdb.com/title/tt1298650	Pirates of the Caribbean: On Stranger Tides Poster	https://m.media-amazon.com/images/M/MV5BMjE5MjkwODI3Nl5BMl5BanBnXkFtZTcwNjcwMDk4NA@@._V1_UX182_CR0,0,182,268_AL_.jpg
24	Men in Black 	PG-13	tt1409024	https://www.imdb.com/title/tt1409024	Men in Black 3 Poster	https://m.media-amazon.com/images/M/MV5BMTU2NTYxODcwMF5BMl5BanBnXkFtZTcwNDk1NDY0Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg
25	The Hobbit: The Battle of the Five Armies	PG-13	tt2310332	https://www.imdb.com/title/tt2310332	The Hobbit: The Battle of the Five Armies Poster	https://m.media-amazon.com/images/M/MV5BMTYzNDE3OTQ3MF5BMl5BanBnXkFtZTgwODczMTg4MjE@._V1_UX182_CR0,0,182,268_AL_.jpg
26	The Amazing Spider-Man	PG-13	tt0948470	https://www.imdb.com/title/tt0948470	The Amazing Spider-Man Poster	https://m.media-amazon.com/images/M/MV5BMjMyOTM4MDMxNV5BMl5BanBnXkFtZTcwNjIyNzExOA@@._V1_UX182_CR0,0,182,268_AL_.jpg
27	Robin Hood	PG-13	tt0955308	https://www.imdb.com/title/tt0955308	Robin Hood Poster	https://m.media-amazon.com/images/M/MV5BMTM5NzcwMzEwOF5BMl5BanBnXkFtZTcwNjg5MTgwMw@@._V1_UX182_CR0,0,182,268_AL_.jpg
28	The Hobbit: The Desolation of Smaug	PG-13	tt1170358	https://www.imdb.com/title/tt1170358	The Hobbit: The Desolation of Smaug Poster	https://m.media-amazon.com/images/M/MV5BMzU0NDY0NDEzNV5BMl5BanBnXkFtZTgwOTIxNDU1MDE@._V1_UX182_CR0,0,182,268_AL_.jpg
29	The Golden Compass	PG-13	tt0385752	https://www.imdb.com/title/tt0385752	The Golden Compass Poster	https://m.media-amazon.com/images/M/MV5BMTM2NDkxMjQxMV5BMl5BanBnXkFtZTYwNTMxMDM4._V1_UX182_CR0,0,182,268_AL_.jpg
30	King Kong	PG-13	tt0360717	https://www.imdb.com/title/tt0360717	King Kong Poster	https://m.media-amazon.com/images/M/MV5BMjYxYmRlZWYtMzAwNC00MDA1LWJjNTItOTBjMzlhNGMzYzk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
31	King Kong	PG-13	tt0360717	https://www.imdb.com/title/tt0360717	King Kong Poster	https://m.media-amazon.com/images/M/MV5BMjYxYmRlZWYtMzAwNC00MDA1LWJjNTItOTBjMzlhNGMzYzk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
32	King Kong	PG-13	tt0360717	https://www.imdb.com/title/tt0360717	King Kong Poster	https://m.media-amazon.com/images/M/MV5BMjYxYmRlZWYtMzAwNC00MDA1LWJjNTItOTBjMzlhNGMzYzk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
33	King Kong	PG-13	tt0360717	https://www.imdb.com/title/tt0360717	King Kong Poster	https://m.media-amazon.com/images/M/MV5BMjYxYmRlZWYtMzAwNC00MDA1LWJjNTItOTBjMzlhNGMzYzk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
34	King Kong	PG-13	tt0360717	https://www.imdb.com/title/tt0360717	King Kong Poster	https://m.media-amazon.com/images/M/MV5BMjYxYmRlZWYtMzAwNC00MDA1LWJjNTItOTBjMzlhNGMzYzk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
35	King Kong	PG-13	tt0360717	https://www.imdb.com/title/tt0360717	King Kong Poster	https://m.media-amazon.com/images/M/MV5BMjYxYmRlZWYtMzAwNC00MDA1LWJjNTItOTBjMzlhNGMzYzk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
36	King Kong	PG-13	tt0360717	https://www.imdb.com/title/tt0360717	King Kong Poster	https://m.media-amazon.com/images/M/MV5BMjYxYmRlZWYtMzAwNC00MDA1LWJjNTItOTBjMzlhNGMzYzk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
37	King Kong	PG-13	tt0360717	https://www.imdb.com/title/tt0360717	King Kong Poster	https://m.media-amazon.com/images/M/MV5BMjYxYmRlZWYtMzAwNC00MDA1LWJjNTItOTBjMzlhNGMzYzk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
38	King Kong	PG-13	tt0360717	https://www.imdb.com/title/tt0360717	King Kong Poster	https://m.media-amazon.com/images/M/MV5BMjYxYmRlZWYtMzAwNC00MDA1LWJjNTItOTBjMzlhNGMzYzk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
39	Titanic	PG-13	tt0120338	https://www.imdb.com/title/tt0120338	Titanic Poster	https://m.media-amazon.com/images/M/MV5BMDdmZGU3NDQtY2E5My00ZTliLWIzOTUtMTY4ZGI1YjdiNjk3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX182_CR0,0,182,268_AL_.jpg
40	Captain America: Civil War	PG-13	tt3498820	https://www.imdb.com/title/tt3498820	Captain America: Civil War Poster	https://m.media-amazon.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_UX182_CR0,0,182,268_AL_.jpg
41	Battleship	PG-13	tt1440129	https://www.imdb.com/title/tt1440129	Battleship Poster	https://m.media-amazon.com/images/M/MV5BMjI5NTM5MDA2N15BMl5BanBnXkFtZTcwNjkwMzQxNw@@._V1_UX182_CR0,0,182,268_AL_.jpg
42	Jurassic World	PG-13	tt0369610	https://www.imdb.com/title/tt0369610	Jurassic World Poster	https://m.media-amazon.com/images/M/MV5BNzQ3OTY4NjAtNzM5OS00N2ZhLWJlOWUtYzYwZjNmOWRiMzcyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg
43	Skyfall	PG-13	tt1074638	https://www.imdb.com/title/tt1074638	Skyfall Poster	https://m.media-amazon.com/images/M/MV5BMWZiNjE2OWItMTkwNy00ZWQzLWI0NTgtMWE0NjNiYTljN2Q1XkEyXkFqcGdeQXVyNzAwMjYxMzA@._V1_UX182_CR0,0,182,268_AL_.jpg
44	Skyfall	PG-13	tt1074638	https://www.imdb.com/title/tt1074638	Skyfall Poster	https://m.media-amazon.com/images/M/MV5BMWZiNjE2OWItMTkwNy00ZWQzLWI0NTgtMWE0NjNiYTljN2Q1XkEyXkFqcGdeQXVyNzAwMjYxMzA@._V1_UX182_CR0,0,182,268_AL_.jpg
45	Skyfall	PG-13	tt1074638	https://www.imdb.com/title/tt1074638	Skyfall Poster	https://m.media-amazon.com/images/M/MV5BMWZiNjE2OWItMTkwNy00ZWQzLWI0NTgtMWE0NjNiYTljN2Q1XkEyXkFqcGdeQXVyNzAwMjYxMzA@._V1_UX182_CR0,0,182,268_AL_.jpg
46	Skyfall	PG-13	tt1074638	https://www.imdb.com/title/tt1074638	Skyfall Poster	https://m.media-amazon.com/images/M/MV5BMWZiNjE2OWItMTkwNy00ZWQzLWI0NTgtMWE0NjNiYTljN2Q1XkEyXkFqcGdeQXVyNzAwMjYxMzA@._V1_UX182_CR0,0,182,268_AL_.jpg
47	Spider-Man 	PG-13	tt0316654	https://www.imdb.com/title/tt0316654	Spider-Man 2 Poster	https://m.media-amazon.com/images/M/MV5BMzY2ODk4NmUtOTVmNi00ZTdkLTlmOWYtMmE2OWVhNTU2OTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR6,0,182,268_AL_.jpg
48	Iron Man 	PG-13	tt1300854	https://www.imdb.com/title/tt1300854	Iron Man Three Poster	https://m.media-amazon.com/images/M/MV5BMjE5MzcyNjk1M15BMl5BanBnXkFtZTcwMjQ4MjcxOQ@@._V1_UY268_CR3,0,182,268_AL_.jpg
49	Alice in Wonderland	PG	tt1014759	https://www.imdb.com/title/tt1014759	Alice in Wonderland Poster	https://m.media-amazon.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg
50	Alice in Wonderland	PG	tt1014759	https://www.imdb.com/title/tt1014759	Alice in Wonderland Poster	https://m.media-amazon.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg
51	Alice in Wonderland	PG	tt1014759	https://www.imdb.com/title/tt1014759	Alice in Wonderland Poster	https://m.media-amazon.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg
52	Alice in Wonderland	PG	tt1014759	https://www.imdb.com/title/tt1014759	Alice in Wonderland Poster	https://m.media-amazon.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg
53	X-Men: The Last Stand	PG-13	tt0376994	https://www.imdb.com/title/tt0376994	X-Men: The Last Stand Poster	https://m.media-amazon.com/images/M/MV5BNDBhNDJiMWEtOTg4Yi00NTYzLWEzOGMtMjNmNjAxNTBlMzY3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR1,0,182,268_AL_.jpg
54	Monsters University	G	tt1453405	https://www.imdb.com/title/tt1453405	Monsters University Poster	https://m.media-amazon.com/images/M/MV5BMTUyODgwMDU3M15BMl5BanBnXkFtZTcwOTM4MjcxOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
55	Transformers: Revenge of the Fallen	PG-13	tt1055369	https://www.imdb.com/title/tt1055369	Transformers: Revenge of the Fallen Poster	https://m.media-amazon.com/images/M/MV5BNjk4OTczOTk0NF5BMl5BanBnXkFtZTcwNjQ0NzMzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg
56	Transformers: Age of Extinction	PG-13	tt2109248	https://www.imdb.com/title/tt2109248	Transformers: Age of Extinction Poster	https://m.media-amazon.com/images/M/MV5BMjEwNTg1MTA5Nl5BMl5BanBnXkFtZTgwOTg2OTM4MTE@._V1_UX182_CR0,0,182,268_AL_.jpg
57	Oz the Great and Powerful	PG	tt1623205	https://www.imdb.com/title/tt1623205	Oz the Great and Powerful Poster	https://m.media-amazon.com/images/M/MV5BMjMyMzQ1ODM1MF5BMl5BanBnXkFtZTcwMjE2MTQxOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
58	Oz the Great and Powerful	PG	tt1623205	https://www.imdb.com/title/tt1623205	Oz the Great and Powerful Poster	https://m.media-amazon.com/images/M/MV5BMjMyMzQ1ODM1MF5BMl5BanBnXkFtZTcwMjE2MTQxOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
59	Oz the Great and Powerful	PG	tt1623205	https://www.imdb.com/title/tt1623205	Oz the Great and Powerful Poster	https://m.media-amazon.com/images/M/MV5BMjMyMzQ1ODM1MF5BMl5BanBnXkFtZTcwMjE2MTQxOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
60	Oz the Great and Powerful	PG	tt1623205	https://www.imdb.com/title/tt1623205	Oz the Great and Powerful Poster	https://m.media-amazon.com/images/M/MV5BMjMyMzQ1ODM1MF5BMl5BanBnXkFtZTcwMjE2MTQxOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
61	The Amazing Spider-Man 	PG-13	tt1872181	https://www.imdb.com/title/tt1872181	The Amazing Spider-Man 2 Poster	https://m.media-amazon.com/images/M/MV5BOTA5NDYxNTg0OV5BMl5BanBnXkFtZTgwODE5NzU1MTE@._V1_UX182_CR0,0,182,268_AL_.jpg
62	TRON: Legacy	PG	tt1104001	https://www.imdb.com/title/tt1104001	TRON: Legacy Poster	https://m.media-amazon.com/images/M/MV5BMTk4NTk4MTk1OF5BMl5BanBnXkFtZTcwNTE2MDIwNA@@._V1_UX182_CR0,0,182,268_AL_.jpg
63	TRON: Legacy	PG	tt1104001	https://www.imdb.com/title/tt1104001	TRON: Legacy Poster	https://m.media-amazon.com/images/M/MV5BMTk4NTk4MTk1OF5BMl5BanBnXkFtZTcwNTE2MDIwNA@@._V1_UX182_CR0,0,182,268_AL_.jpg
64	TRON: Legacy	PG	tt1104001	https://www.imdb.com/title/tt1104001	TRON: Legacy Poster	https://m.media-amazon.com/images/M/MV5BMTk4NTk4MTk1OF5BMl5BanBnXkFtZTcwNTE2MDIwNA@@._V1_UX182_CR0,0,182,268_AL_.jpg
65	TRON: Legacy	PG	tt1104001	https://www.imdb.com/title/tt1104001	TRON: Legacy Poster	https://m.media-amazon.com/images/M/MV5BMTk4NTk4MTk1OF5BMl5BanBnXkFtZTcwNTE2MDIwNA@@._V1_UX182_CR0,0,182,268_AL_.jpg
66	Cars 	G	tt1216475	https://www.imdb.com/title/tt1216475	Cars 2 Poster	https://m.media-amazon.com/images/M/MV5BMTUzNTc3MTU3M15BMl5BanBnXkFtZTcwMzIxNTc3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg
67	Green Lantern	PG-13	tt1133985	https://www.imdb.com/title/tt1133985	Green Lantern Poster	https://m.media-amazon.com/images/M/MV5BZjQ1YTIxNzEtMzcxNC00NTUzLThkZjktMmJlYTcyMjBhMGUyXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg
68	Toy Story 	G	tt0435761	https://www.imdb.com/title/tt0435761	Toy Story 3 Poster	https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_UY268_CR3,0,182,268_AL_.jpg
69	Terminator Salvation	PG-13	tt0438488	https://www.imdb.com/title/tt0438488	Terminator Salvation Poster	https://m.media-amazon.com/images/M/MV5BODBlOTJhZjItMGRmYS00YzM1LWFmZTktOTJmNDMyZTBjMjBkXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_UX182_CR0,0,182,268_AL_.jpg
70	Furious 	PG-13	tt2820852	https://www.imdb.com/title/tt2820852	Furious 7 Poster	https://m.media-amazon.com/images/M/MV5BMTQxOTA2NDUzOV5BMl5BanBnXkFtZTgwNzY2MTMxMzE@._V1_UX182_CR0,0,182,268_AL_.jpg
71	World War Z	PG-13	tt0816711	https://www.imdb.com/title/tt0816711	World War Z Poster	https://m.media-amazon.com/images/M/MV5BNDQ4YzFmNzktMmM5ZC00MDZjLTk1OTktNDE2ODE4YjM2MjJjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX182_CR0,0,182,268_AL_.jpg
72	X-Men: Days of Future Past	PG-13	tt1877832	https://www.imdb.com/title/tt1877832	X-Men: Days of Future Past Poster	https://m.media-amazon.com/images/M/MV5BZGIzNWYzN2YtMjcwYS00YjQ3LWI2NjMtOTNiYTUyYjE2MGNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
73	Star Trek Into Darkness	PG-13	tt1408101	https://www.imdb.com/title/tt1408101	Star Trek Into Darkness Poster	https://m.media-amazon.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
74	Jack the Giant Slayer	PG-13	tt1351685	https://www.imdb.com/title/tt1351685	Jack the Giant Slayer Poster	https://m.media-amazon.com/images/M/MV5BMjE1NDMxMjI0OV5BMl5BanBnXkFtZTcwMjQyMDExOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
75	The Great Gatsby	PG-13	tt1343092	https://www.imdb.com/title/tt1343092	The Great Gatsby Poster	https://m.media-amazon.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
76	The Great Gatsby	PG-13	tt1343092	https://www.imdb.com/title/tt1343092	The Great Gatsby Poster	https://m.media-amazon.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
77	The Great Gatsby	PG-13	tt1343092	https://www.imdb.com/title/tt1343092	The Great Gatsby Poster	https://m.media-amazon.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
78	The Great Gatsby	PG-13	tt1343092	https://www.imdb.com/title/tt1343092	The Great Gatsby Poster	https://m.media-amazon.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
79	Prince of Persia: The Sands of Time	PG-13	tt0473075	https://www.imdb.com/title/tt0473075	Prince of Persia: The Sands of Time Poster	https://m.media-amazon.com/images/M/MV5BMTMwNDg0NzcyMV5BMl5BanBnXkFtZTcwNjg4MjQyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg
80	Pacific Rim	PG-13	tt1663662	https://www.imdb.com/title/tt1663662	Pacific Rim Poster	https://m.media-amazon.com/images/M/MV5BMTY3MTI5NjQ4Nl5BMl5BanBnXkFtZTcwOTU1OTU0OQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
81	Transformers: Dark of the Moon	PG-13	tt1399103	https://www.imdb.com/title/tt1399103	Transformers: Dark of the Moon Poster	https://m.media-amazon.com/images/M/MV5BMTkwOTY0MTc1NV5BMl5BanBnXkFtZTcwMDQwNjA2NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
82	Indiana Jones and the Kingdom of the Crystal Skull	PG-13	tt0367882	https://www.imdb.com/title/tt0367882	Indiana Jones and the Kingdom of the Crystal Skull Poster	https://m.media-amazon.com/images/M/MV5BZDIzNzM5MDUtZmI5MC00NGQ5LWFlNzEtYzE3ODIxNDI3ZmNhXkEyXkFqcGdeQXVyNjQ4ODE4MzQ@._V1_UX182_CR0,0,182,268_AL_.jpg
83	The Good Dinosaur	PG	tt1979388	https://www.imdb.com/title/tt1979388	The Good Dinosaur Poster	https://m.media-amazon.com/images/M/MV5BMTc5MTg2NjQ4MV5BMl5BanBnXkFtZTgwNzcxOTY5NjE@._V1_UX182_CR0,0,182,268_AL_.jpg
84	Brave	PG	tt1217209	https://www.imdb.com/title/tt1217209	Brave Poster	https://m.media-amazon.com/images/M/MV5BMzgwODk3ODA1NF5BMl5BanBnXkFtZTcwNjU3NjQ0Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg
85	Star Trek Beyond	PG-13	tt2660888	https://www.imdb.com/title/tt2660888	Star Trek Beyond Poster	https://m.media-amazon.com/images/M/MV5BODgzMTZmMGMtNTM4Ni00ZjIxLWIyYmUtZjcxMDEwMjkxMzQyXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_UX182_CR0,0,182,268_AL_.jpg
86	WALL路E	G	tt0910970	https://www.imdb.com/title/tt0910970	WALL·E Poster	https://m.media-amazon.com/images/M/MV5BMjExMTg5OTU0NF5BMl5BanBnXkFtZTcwMjMxMzMzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg
87	Rush Hour 	PG-13	tt0293564	https://www.imdb.com/title/tt0293564	Rush Hour 3 Poster	https://m.media-amazon.com/images/M/MV5BMTA0Nzg5NjQ0MDBeQTJeQWpwZ15BbWU3MDE4Mzg5NDE@._V1_UX182_CR0,0,182,268_AL_.jpg
88	201	PG-13	tt1190080	https://www.imdb.com/title/tt1190080	2012 Poster	https://m.media-amazon.com/images/M/MV5BMTY0MjEyODQzMF5BMl5BanBnXkFtZTcwMTczMjQ4Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg
89	A Christmas Carol	PG	tt1067106	https://www.imdb.com/title/tt1067106	A Christmas Carol Poster	https://m.media-amazon.com/images/M/MV5BMTM1MTI5ODU4MV5BMl5BanBnXkFtZTcwNTYyNTU4Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg
