	movie_title	content_rating	imdb_id	imdb_link	postername	poster_link
1050	The Dukes of Hazzard	PG-13	tt0377818	https://www.imdb.com/title/tt0377818	The Dukes of Hazzard Poster	https://m.media-amazon.com/images/M/MV5BMjAwOTYxODI4OV5BMl5BanBnXkFtZTcwNDYxODIzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg
1051	The Thin Red Line	R	tt0120863	https://www.imdb.com/title/tt0120863	The Thin Red Line Poster	https://m.media-amazon.com/images/M/MV5BYjEzMTM2NjAtNWFmZC00MTVlLTgyMmQtMGQyNTFjZDk5N2NmXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg
1052	The Change-Up	R	tt1488555	https://www.imdb.com/title/tt1488555	The Change-Up Poster	https://m.media-amazon.com/images/M/MV5BMTk3NTM4NDg3OF5BMl5BanBnXkFtZTcwNDk3MzEwNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
1053	Man on the Moon	R	tt0125664	https://www.imdb.com/title/tt0125664	Man on the Moon Poster	https://m.media-amazon.com/images/M/MV5BNDI1Mjc3MzAtZDk0OS00OTZlLTlhZjktNzA3ODgwZGY2NWIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
1054	Casino	R	tt0112641	https://www.imdb.com/title/tt0112641	Casino Poster	https://m.media-amazon.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX182_CR0,0,182,268_AL_.jpg
1055	From Paris with Love	R	tt1179034	https://www.imdb.com/title/tt1179034	From Paris with Love Poster	https://m.media-amazon.com/images/M/MV5BODAwMDFjNjktMWY2Mi00MmVhLWI0MjYtNzg4OTI0NzA5YzBjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg
1056	Bulletproof Monk	PG-13	tt0245803	https://www.imdb.com/title/tt0245803	Bulletproof Monk Poster	https://m.media-amazon.com/images/M/MV5BMTEwODkxNzE4NzVeQTJeQWpwZ15BbWU3MDY5NDYwMzQ@._V1_UX182_CR0,0,182,268_AL_.jpg
1057	Me, Myself & Irene	R	tt0183505	https://www.imdb.com/title/tt0183505	Me, Myself & Irene Poster	https://m.media-amazon.com/images/M/MV5BODMwMDY2YzUtNGFiNS00NDA1LWI4YzMtYzVmM2RlZTk3NGVlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
1058	Barnyard	PG	tt0414853	https://www.imdb.com/title/tt0414853	Barnyard Poster	https://m.media-amazon.com/images/M/MV5BMTU2NDE0ODYyNF5BMl5BanBnXkFtZTcwNjQ3NzAzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
1059	Deck the Halls	PG	tt0790604	https://www.imdb.com/title/tt0790604	Deck the Halls Poster	https://m.media-amazon.com/images/M/MV5BMTIzNjA4OTM0OV5BMl5BanBnXkFtZTcwMDgwODkzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
1060	The Twilight Saga: New Moon	PG-13	tt1259571	https://www.imdb.com/title/tt1259571	The Twilight Saga: New Moon Poster	https://m.media-amazon.com/images/M/MV5BMTI3MjE3NDIxNF5BMl5BanBnXkFtZTcwODM3NTY5Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg
1061	Shrek	PG	tt0126029	https://www.imdb.com/title/tt0126029	Shrek Poster	https://m.media-amazon.com/images/M/MV5BOGZhM2FhNTItODAzNi00YjA0LWEyN2UtNjJlYWQzYzU1MDg5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
1062	The Adjustment Bureau	PG-13	tt1385826	https://www.imdb.com/title/tt1385826	The Adjustment Bureau Poster	https://m.media-amazon.com/images/M/MV5BMzc0ZDcwZTYtOWUzZi00NDE4LWI4NjgtMWVjZTUyYTA2ZTNhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR12,0,182,268_AL_.jpg
1063	Robin Hood: Prince of Thieves	PG-13	tt0102798	https://www.imdb.com/title/tt0102798	Robin Hood: Prince of Thieves Poster	https://m.media-amazon.com/images/M/MV5BODM3MjA3NDM3M15BMl5BanBnXkFtZTgwMDc1NjUwMjI@._V1_UX182_CR0,0,182,268_AL_.jpg
1064	Jerry Maguire	R	tt0116695	https://www.imdb.com/title/tt0116695	Jerry Maguire Poster	https://m.media-amazon.com/images/M/MV5BYTM0ZWNmZTUtOTVkZS00MTZiLTg3M2QtZjA0Y2RmOWM1NWEyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
1065	Ted	R	tt1637725	https://www.imdb.com/title/tt1637725	Ted Poster	https://m.media-amazon.com/images/M/MV5BMTQ1OTU0ODcxMV5BMl5BanBnXkFtZTcwOTMxNTUwOA@@._V1_UX182_CR0,0,182,268_AL_.jpg
1066	As Good as It Gets	PG-13	tt0119822	https://www.imdb.com/title/tt0119822	As Good as It Gets Poster	https://m.media-amazon.com/images/M/MV5BNWMxZTgzMWEtMTU0Zi00NDc5LWFkZjctMzUxNDIyNzZiMmNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
1067	Patch Adams	PG-13	tt0129290	https://www.imdb.com/title/tt0129290	Patch Adams Poster	https://m.media-amazon.com/images/M/MV5BNzM4Y2FlNzYtZmY5Yy00NzU4LTk1ODItY2NjYWYzYzUyZGM3L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
1068	Anchorman 2: The Legend Continue	PG-13	tt1229340	https://www.imdb.com/title/tt1229340	Anchorman 2: The Legend Continues Poster	https://m.media-amazon.com/images/M/MV5BMjE5ODk0NjQzNV5BMl5BanBnXkFtZTgwODk4MDA1MDE@._V1_UX182_CR0,0,182,268_AL_.jpg
1069	Mr. Deeds	PG-13	tt0280590	https://www.imdb.com/title/tt0280590	Mr. Deeds Poster	https://m.media-amazon.com/images/M/MV5BMTU3NTE3M2QtNWQ0MS00ZmRkLWIwNTMtOTA0ZGM5N2UwMWNjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg
1070	Super 	PG-13	tt1650062	https://www.imdb.com/title/tt1650062	Super 8 Poster	https://m.media-amazon.com/images/M/MV5BMjIzNjEyMzcwOF5BMl5BanBnXkFtZTcwMTkyMjE0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
1071	Erin Brockovich	R	tt0195685	https://www.imdb.com/title/tt0195685	Erin Brockovich Poster	https://m.media-amazon.com/images/M/MV5BYTA1NWRkNTktNDMxNS00NjE4LWEzMDAtNzA3YzlhYzRhNDA4L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
1072	How to Lose a Guy in 10 Day	PG-13	tt0251127	https://www.imdb.com/title/tt0251127	How to Lose a Guy in 10 Days Poster	https://m.media-amazon.com/images/M/MV5BMjE4NTA1NzExN15BMl5BanBnXkFtZTYwNjc3MjM3._V1_UX182_CR0,0,182,268_AL_.jpg
1073	22 Jump Stree	R	tt2294449	https://www.imdb.com/title/tt2294449	22 Jump Street Poster	https://m.media-amazon.com/images/M/MV5BMTcwNzAxMDU1M15BMl5BanBnXkFtZTgwNDE2NTU1MTE@._V1_UX182_CR0,0,182,268_AL_.jpg
1074	Interview with the Vampire: The Vampire Chronicles	R	tt0110148	https://www.imdb.com/title/tt0110148	Interview with the Vampire: The Vampire Chronicles Poster	https://m.media-amazon.com/images/M/MV5BYThmYjJhMGItNjlmOC00ZDRiLWEzNjUtZjU4MjA3MzY0MzFmXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL_.jpg
1075	Yes Man	PG-13	tt1068680	https://www.imdb.com/title/tt1068680	Yes Man Poster	https://m.media-amazon.com/images/M/MV5BMzBmZTMzYmItNzhhMC00M2FkLWIxMGEtMjIxMjAwNmQ2ZmM4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg
1076	Central Intelligence	PG-13	tt1489889	https://www.imdb.com/title/tt1489889	Central Intelligence Poster	https://m.media-amazon.com/images/M/MV5BMjA2NzEzNjIwNl5BMl5BanBnXkFtZTgwNzgwMTEzNzE@._V1_UX182_CR0,0,182,268_AL_.jpg
1077	Stepmom	PG-13	tt0120686	https://www.imdb.com/title/tt0120686	Stepmom Poster	https://m.media-amazon.com/images/M/MV5BMGJlOWM3ODctZjY3NC00YmRjLTg0NjgtNTFhOWQ4YzI4YjU3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
1078	Daddy's Home	PG-13	tt1528854	https://www.imdb.com/title/tt1528854	Daddy's Home Poster	https://m.media-amazon.com/images/M/MV5BMTQ0OTE1MTk4N15BMl5BanBnXkFtZTgwMDM5OTk5NjE@._V1_UX182_CR0,0,182,268_AL_.jpg
1079	Into the Woods	PG	tt2180411	https://www.imdb.com/title/tt2180411	Into the Woods Poster	https://m.media-amazon.com/images/M/MV5BMTY4MzQ4OTY3NF5BMl5BanBnXkFtZTgwNjM5MDI3MjE@._V1_UX182_CR0,0,182,268_AL_.jpg
1080	Inside Man	R	tt0454848	https://www.imdb.com/title/tt0454848	Inside Man Poster	https://m.media-amazon.com/images/M/MV5BYjc4MjA2ZDgtOGY3YS00NDYzLTlmNTEtYWMxMzcwZjgzYWNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
1081	Payback	R	tt0120784	https://www.imdb.com/title/tt0120784	Payback Poster	https://m.media-amazon.com/images/M/MV5BN2YxYTUyMTItYmU4ZS00OTIzLWIwMWQtMDY3NzRiMmIyMWMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
1082	Congo	PG-13	tt0112715	https://www.imdb.com/title/tt0112715	Congo Poster	https://m.media-amazon.com/images/M/MV5BMmQ2YWFjZGItMTNiZi00ZDFmLWE3ZTAtNTZiZTI5ZjBjYzlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
1083	We Bought a Zoo	PG	tt1389137	https://www.imdb.com/title/tt1389137	We Bought a Zoo Poster	https://m.media-amazon.com/images/M/MV5BMTQ0MTE3OTUwMl5BMl5BanBnXkFtZTcwODg5NjgwNw@@._V1_UX182_CR0,0,182,268_AL_.jpg
1084	Knowing	PG-13	tt0448011	https://www.imdb.com/title/tt0448011	Knowing Poster	https://m.media-amazon.com/images/M/MV5BMTMyMjgyMDIyM15BMl5BanBnXkFtZTcwNjg3MjAyMg@@._V1_UX182_CR0,0,182,268_AL_.jpg
1085	Failure to Launch	PG-13	tt0427229	https://www.imdb.com/title/tt0427229	Failure to Launch Poster	https://m.media-amazon.com/images/M/MV5BMTg0OTc2MDQ3NV5BMl5BanBnXkFtZTcwNDUwMjEzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg
1086	The Ring Two	PG-13	tt0377109	https://www.imdb.com/title/tt0377109	The Ring Two Poster	https://m.media-amazon.com/images/M/MV5BMTY2ODc2NTQ2OF5BMl5BanBnXkFtZTYwNzA4OTU3._V1_UX182_CR0,0,182,268_AL_.jpg
1087	Crazy, Stupid, Love.	PG-13	tt1570728	https://www.imdb.com/title/tt1570728	Crazy, Stupid, Love. Poster	https://m.media-amazon.com/images/M/MV5BMTg2MjkwMTM0NF5BMl5BanBnXkFtZTcwMzc4NDg2NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
1088	Garfield	PG	tt0356634	https://www.imdb.com/title/tt0356634	Garfield Poster	https://m.media-amazon.com/images/M/MV5BMTIzMTc1OTUxOV5BMl5BanBnXkFtZTYwNTMxODc3._V1_UX182_CR0,0,182,268_AL_.jpg
1089	Christmas with the Kranks	PG	tt0388419	https://www.imdb.com/title/tt0388419	Christmas with the Kranks Poster	https://m.media-amazon.com/images/M/MV5BMTQxMDMxODEwNF5BMl5BanBnXkFtZTYwNzM4OTc2._V1_UX182_CR0,0,182,268_AL_.jpg
1090	Moneyball	PG-13	tt1210166	https://www.imdb.com/title/tt1210166	Moneyball Poster	https://m.media-amazon.com/images/M/MV5BMjAxOTU3Mzc1M15BMl5BanBnXkFtZTcwMzk1ODUzNg@@._V1_UX182_CR0,0,182,268_AL_.jpg
1091	Outbreak	R	tt0114069	https://www.imdb.com/title/tt0114069	Outbreak Poster	https://m.media-amazon.com/images/M/MV5BZTg1Mzk1NjAtNGFlOS00NzdlLWI0NTgtYzlmNTUzZGQ0NjYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
1092	Non-Stop	PG-13	tt2024469	https://www.imdb.com/title/tt2024469	Non-Stop Poster	https://m.media-amazon.com/images/M/MV5BOTI3NzcxMjkzMl5BMl5BanBnXkFtZTgwMDY0NTQ0MDE@._V1_UX182_CR0,0,182,268_AL_.jpg
1093	Race to Witch Mountain	PG	tt1075417	https://www.imdb.com/title/tt1075417	Race to Witch Mountain Poster	https://m.media-amazon.com/images/M/MV5BMTg4MDJkMjctNzA3MS00NjkwLWFlNDEtZmY0MzgzNDkwZDFmXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UY268_CR9,0,182,268_AL_.jpg
1094	V for Vendetta	R	tt0434409	https://www.imdb.com/title/tt0434409	V for Vendetta Poster	https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg
1095	Shanghai Knights	PG-13	tt0300471	https://www.imdb.com/title/tt0300471	Shanghai Knights Poster	https://m.media-amazon.com/images/M/MV5BMTMxMTgwOTI3Nl5BMl5BanBnXkFtZTYwMTI2NDQ3._V1_UX182_CR0,0,182,268_AL_.jpg
1096	Curious George	G	tt0381971	https://www.imdb.com/title/tt0381971	Curious George Poster	https://m.media-amazon.com/images/M/MV5BODIxNzYxNDEzNl5BMl5BanBnXkFtZTgwMjA1NTM2MTI@._V1_UX182_CR0,0,182,268_AL_.jpg
1097	Herbie Fully Loaded	G	tt0400497	https://www.imdb.com/title/tt0400497	Herbie Fully Loaded Poster	https://m.media-amazon.com/images/M/MV5BMTkwNDI5NDcyMV5BMl5BanBnXkFtZTcwMjg5OTcyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
1098	Don't Say a Word	R	tt0260866	https://www.imdb.com/title/tt0260866	Don't Say a Word Poster	https://m.media-amazon.com/images/M/MV5BNzM1OThlODItMTI5NC00ZDE1LWE4MzQtOTJiNDQ5NDAxZTBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
1099	Hansel & Gretel: Witch Hunters	R	tt1428538	https://www.imdb.com/title/tt1428538	Hansel & Gretel: Witch Hunters Poster	https://m.media-amazon.com/images/M/MV5BMjA4MDQwODg2NV5BMl5BanBnXkFtZTcwNTc5ODc2OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
1100	Unfaithful	R	tt0250797	https://www.imdb.com/title/tt0250797	Unfaithful Poster	https://m.media-amazon.com/images/M/MV5BYTQzZTE2N2QtM2QwMS00ZjUwLTg4ZDEtYjJiOTMwZjYxODJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
1101	I Am Number Four	PG-13	tt1464540	https://www.imdb.com/title/tt1464540	I Am Number Four Poster	https://m.media-amazon.com/images/M/MV5BMjI0NDI1MTMyM15BMl5BanBnXkFtZTcwMDMzMTcyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg
1102	Syriana	R	tt0365737	https://www.imdb.com/title/tt0365737	Syriana Poster	https://m.media-amazon.com/images/M/MV5BMjA2MTQwMTg0N15BMl5BanBnXkFtZTcwOTE5NjEzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
1103	Syriana	R	tt0365737	https://www.imdb.com/title/tt0365737	Syriana Poster	https://m.media-amazon.com/images/M/MV5BMjA2MTQwMTg0N15BMl5BanBnXkFtZTcwOTE5NjEzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
1104	Syriana	R	tt0365737	https://www.imdb.com/title/tt0365737	Syriana Poster	https://m.media-amazon.com/images/M/MV5BMjA2MTQwMTg0N15BMl5BanBnXkFtZTcwOTE5NjEzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
1105	Syriana	R	tt0365737	https://www.imdb.com/title/tt0365737	Syriana Poster	https://m.media-amazon.com/images/M/MV5BMjA2MTQwMTg0N15BMl5BanBnXkFtZTcwOTE5NjEzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
1106	13 Hour	R	tt4172430	https://www.imdb.com/title/tt4172430	13 Hours Poster	https://m.media-amazon.com/images/M/MV5BYjY0OWVjMGQtNTIzZi00OGU5LWI4N2EtMGU0YzQ4OWM4ZmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg
1107	The Book of Life	PG	tt2262227	https://www.imdb.com/title/tt2262227	The Book of Life Poster	https://m.media-amazon.com/images/M/MV5BMTkzOTgzNDYzOF5BMl5BanBnXkFtZTgwOTgxMTkyMjE@._V1_UX182_CR0,0,182,268_AL_.jpg
1108	Firewall	PG-13	tt0408345	https://www.imdb.com/title/tt0408345	Firewall Poster	https://m.media-amazon.com/images/M/MV5BMTkwOTAyMTkwOV5BMl5BanBnXkFtZTYwMjY2MTM3._V1_UX182_CR0,0,182,268_AL_.jpg
1109	Absolute Power	R	tt0118548	https://www.imdb.com/title/tt0118548	Absolute Power Poster	https://m.media-amazon.com/images/M/MV5BNDFlNTZmOGYtYmE0ZC00OTE4LWI5YzctNmZmZDU3M2ZiMmI4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR0,0,182,268_AL_.jpg
1110	G.I. Jane	R	tt0119173	https://www.imdb.com/title/tt0119173	G.I. Jane Poster	https://m.media-amazon.com/images/M/MV5BYTJhOTY4M2EtNjA2Ny00YjBjLWE4MjItZjRiOTRhMGFjZmU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
1111	The Game	R	tt0119174	https://www.imdb.com/title/tt0119174	The Game Poster	https://m.media-amazon.com/images/M/MV5BZGVmMDNmYmEtNGQ2Mi00Y2ZhLThhZTYtYjE5YmQzMjZiZGMxXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR3,0,182,268_AL_.jpg
1112	Silent Hill	R	tt0384537	https://www.imdb.com/title/tt0384537	Silent Hill Poster	https://m.media-amazon.com/images/M/MV5BOWQzNTU3NGUtNDAxMi00ZjFjLTkyYWUtYjgwZDJiMDljZWY4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
1113	The Replacements	PG-13	tt0191397	https://www.imdb.com/title/tt0191397	The Replacements Poster	https://m.media-amazon.com/images/M/MV5BZGEwOWQzNmItM2FlNC00YTk3LTljNjYtNGQ1OTE2M2M4YzI0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
1114	American Reunion	R	tt1605630	https://www.imdb.com/title/tt1605630	American Reunion Poster	https://m.media-amazon.com/images/M/MV5BMTY4MTEyMzU1N15BMl5BanBnXkFtZTcwNDQ0NTc1Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg
1115	The Negotiator	R	tt0120768	https://www.imdb.com/title/tt0120768	The Negotiator Poster	https://m.media-amazon.com/images/M/MV5BOGE1YTI2NjItNDAyYy00YzI3LTlmNDUtYWU0ZmFlNWE3N2ViL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
1116	Into the Storm	PG-13	tt2106361	https://www.imdb.com/title/tt2106361	Into the Storm Poster	https://m.media-amazon.com/images/M/MV5BMjMwODI2ODc3Nl5BMl5BanBnXkFtZTgwMDQwNjkwMjE@._V1_UX182_CR0,0,182,268_AL_.jpg
1117	Beverly Hills Cop III	R	tt0109254	https://www.imdb.com/title/tt0109254	Beverly Hills Cop III Poster	https://m.media-amazon.com/images/M/MV5BOTdhMTU4MzMtYTVjMi00MTYzLTkxZDYtOWUwYjI0NDFjZTY1XkEyXkFqcGdeQXVyMDEwMjgxNg@@._V1_UX182_CR0,0,182,268_AL_.jpg
1118	Gremlins 2: The New Batc	PG-13	tt0099700	https://www.imdb.com/title/tt0099700	Gremlins 2: The New Batch Poster	https://m.media-amazon.com/images/M/MV5BZGE3MTA3OWQtYzVjYi00MjkwLThlZTQtNWUzOGVlYjEwMzBhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
1119	The Judge	R	tt1872194	https://www.imdb.com/title/tt1872194	The Judge Poster	https://m.media-amazon.com/images/M/MV5BMTcyNzIxOTIwMV5BMl5BanBnXkFtZTgwMzE0NjQwMjE@._V1_UX182_CR0,0,182,268_AL_.jpg
1120	The Peacemaker	R	tt0119874	https://www.imdb.com/title/tt0119874	The Peacemaker Poster	https://m.media-amazon.com/images/M/MV5BMjQ0OTNjOTMtYWU1MC00MWQwLTllMmMtNWZmYmE3NDY0ZTgxXkEyXkFqcGdeQXVyMTE2OTg4Mjg@._V1_UX182_CR0,0,182,268_AL_.jpg
1121	Resident Evil: Apocalypse	R	tt0318627	https://www.imdb.com/title/tt0318627	Resident Evil: Apocalypse Poster	https://m.media-amazon.com/images/M/MV5BMTc1NTUxMzk0Nl5BMl5BanBnXkFtZTcwNDQ1MDIzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg
1122	Bridget Jones: The Edge of Reason	R	tt0317198	https://www.imdb.com/title/tt0317198	Bridget Jones: The Edge of Reason Poster	https://m.media-amazon.com/images/M/MV5BOTJlNWQxZjctYmE3ZS00OTc0LWE2M2ItNzQwNmYyMjU4NDNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
1123	Out of Time	R	tt0313443	https://www.imdb.com/title/tt0313443	Out of Time Poster	https://m.media-amazon.com/images/M/MV5BMjAxMTMzNTI5Ml5BMl5BanBnXkFtZTcwNDAwMTQ2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg
1124	On Deadly Ground	R	tt0110725	https://www.imdb.com/title/tt0110725	On Deadly Ground Poster	https://m.media-amazon.com/images/M/MV5BNzA1OGZiMjktYTA5YS00NmYzLTg2YWUtYTE0ZTg2YTE4MWI0XkEyXkFqcGdeQXVyMjU0NDExNDg@._V1_UX182_CR0,0,182,268_AL_.jpg
1125	The Adventures of Sharkboy and Lavagirl 3-	PG	tt0424774	https://www.imdb.com/title/tt0424774	The Adventures of Sharkboy and Lavagirl 3-D Poster	https://m.media-amazon.com/images/M/MV5BZjY5NGNhNDMtNDM3OC00YTc0LWFiMzYtNWQ1NWYyYzFjOTk0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX182_CR0,0,182,268_AL_.jpg
1126	The Beach	R	tt0163978	https://www.imdb.com/title/tt0163978	The Beach Poster	https://m.media-amazon.com/images/M/MV5BNTljZTUzYWUtOTI4YS00NmZlLWE5MmQtZjFlZDZhNjg4MjQxXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX182_CR0,0,182,268_AL_.jpg
1127	Raising Helen	PG-13	tt0350028	https://www.imdb.com/title/tt0350028	Raising Helen Poster	https://m.media-amazon.com/images/M/MV5BMjA5NjEwMTQ0NV5BMl5BanBnXkFtZTYwOTM2MjY2._V1_UX182_CR0,0,182,268_AL_.jpg
1128	Ninja Assassin	R	tt1186367	https://www.imdb.com/title/tt1186367	Ninja Assassin Poster	https://m.media-amazon.com/images/M/MV5BMTcxNDYzMjU1Ml5BMl5BanBnXkFtZTcwMTYzOTM3Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg
1129	For Love of the Game	PG-13	tt0126916	https://www.imdb.com/title/tt0126916	For Love of the Game Poster	https://m.media-amazon.com/images/M/MV5BZDgzY2NkMTgtODQwZC00MWEzLWFlZjQtZTcxOTc3NzU1MDVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
1130	Striptease	R	tt0117765	https://www.imdb.com/title/tt0117765	Striptease Poster	https://m.media-amazon.com/images/M/MV5BYzM1OTQwZGItMTJlYy00NjJmLWEwOTMtMDQzNmU3ZGNiODJiL2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg
1131	Marmaduke	PG	tt1392197	https://www.imdb.com/title/tt1392197	Marmaduke Poster	https://m.media-amazon.com/images/M/MV5BM2ZkMGNmMmUtYzVlZS00YTNmLTg1YTUtMGZkN2I1NGMwNWY0XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_UX182_CR0,0,182,268_AL_.jpg
1132	Hereafter	PG-13	tt1212419	https://www.imdb.com/title/tt1212419	Hereafter Poster	https://m.media-amazon.com/images/M/MV5BMjE2MzU3Nzk4M15BMl5BanBnXkFtZTcwODcxNTI5Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg
1133	Murder by Numbers	R	tt0264935	https://www.imdb.com/title/tt0264935	Murder by Numbers Poster	https://m.media-amazon.com/images/M/MV5BMTI4MTcyMTU1OF5BMl5BanBnXkFtZTYwMTE5MDE3._V1_UX182_CR0,0,182,268_AL_.jpg
1134	Murder by Numbers	R	tt0264935	https://www.imdb.com/title/tt0264935	Murder by Numbers Poster	https://m.media-amazon.com/images/M/MV5BMTI4MTcyMTU1OF5BMl5BanBnXkFtZTYwMTE5MDE3._V1_UX182_CR0,0,182,268_AL_.jpg
1135	Murder by Numbers	R	tt0264935	https://www.imdb.com/title/tt0264935	Murder by Numbers Poster	https://m.media-amazon.com/images/M/MV5BMTI4MTcyMTU1OF5BMl5BanBnXkFtZTYwMTE5MDE3._V1_UX182_CR0,0,182,268_AL_.jpg
1136	Murder by Numbers	R	tt0264935	https://www.imdb.com/title/tt0264935	Murder by Numbers Poster	https://m.media-amazon.com/images/M/MV5BMTI4MTcyMTU1OF5BMl5BanBnXkFtZTYwMTE5MDE3._V1_UX182_CR0,0,182,268_AL_.jpg
1137	Assassins	R	tt0112401	https://www.imdb.com/title/tt0112401	Assassins Poster	https://m.media-amazon.com/images/M/MV5BZGI1NDA4ZDItNTRjMi00YTU3LTkwZDEtYjdlNTI1ZjQxZDM1XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UY268_CR12,0,182,268_AL_.jpg
1138	Hannibal Rising	R	tt0367959	https://www.imdb.com/title/tt0367959	Hannibal Rising Poster	https://m.media-amazon.com/images/M/MV5BMTIzMTA0NTM4NF5BMl5BanBnXkFtZTcwNjY3ODM0MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
1139	The Story of Us	R	tt0160916	https://www.imdb.com/title/tt0160916	The Story of Us Poster	https://m.media-amazon.com/images/M/MV5BYzAxZTI5NDItNzRkOS00NjczLTkzNjctMTU1NjdkYjI5YjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
